id	tmc_term	tmc_type	tmc_id	priority	n2000_code	insider_category	insider_subcategory	rcs_common_name	rcs_scheme_name	rcs_id	created_at	updated_at	rcs_taxonomy_path
2520	Biodiesel	Commodity	300529	1	BIODSL			Biodiesel		U:7G	NULL	2012-12-14 15:23:12	U:7G\\Biodiesel\\U:M\\Biofuels\\U:8\\Agricultural Markets\\A:4\\Commodities Markets\\U:N\\Renewable Energy\\U:C\\Energy Markets 
2522	Bioethanol	NULL	NULL	0	NULL	NULL	NULL	Bioethanol	NULL	U:7I	NULL	NULL	U:7I\\Bioethanol\\U:M\\Biofuels\\U:8\\Agricultural Markets\\A:4\\Commodities Markets\\U:N\\Renewable Energy\\U:C\\Energy Markets
2524	Biomass	NULL	NULL	0	NULL	NULL	NULL	Biomass	NULL	U:EN	NULL	NULL	U:EN\\Biomass\\U:M\\Biofuels\\U:8\\Agricultural Markets\\A:4\\Commodities Markets\\U:N\\Renewable Energy\\U:C\\Energy Markets
2526	Biotechnology & Medical Research (TRBC)	NULL	NULL	0	NULL	NULL	NULL	Biotechnology & Medical Research (TRBC)	NULL	B:159	NULL	NULL	B:159\\Biotechnology &amp; Medical Research (TRBC)\\B:148\\Healthcare (TRBC) 
2528	Bismuth	NULL	NULL	0	NULL	NULL	NULL	Bismuth	NULL	U:3Y	NULL	NULL	U:3Y\\Bismuth\\U:Q\\Metals Markets\\A:4\\Commodities Markets 
2530	Boating / Sailing	NULL	NULL	0	NULL	NULL	NULL	Boating / Sailing	NULL	M:A3	NULL	NULL	M:A3\\Boating / Sailing\\M:W\\Sport 
2532	Bobsleigh	NULL	NULL	0	NULL	NULL	NULL	Bobsleigh	NULL	M:5M	NULL	NULL	M:5M\\Bobsleigh\\M:W\\Sport\\M:A8\\Winter Sports
2534	Bond Inventory Balances	NULL	NULL	0	NULL	NULL	NULL	Bond Inventory Balances	NULL	I:V	NULL	NULL	I:V\\Bond Inventory Balances\\E:5I\\Bond Sales\\A:R\\Municipal Debt\\A:2\\Debt / Fixed Income Markets 
2536	Bowls	NULL	NULL	0	NULL	NULL	NULL	Bowls	NULL	M:5N	NULL	NULL	M:5N\\Bowls\\M:W\\Sport 
2538	Budgets / Taxation / Revenue	NULL	NULL	0	NULL	NULL	NULL	Budgets / Taxation / Revenue	NULL	M:EA	NULL	NULL	M:EA\\Budgets / Taxation / Revenue\\M:N\\Government / Politics 
2540	Burglary / Theft	NULL	NULL	0	NULL	NULL	NULL	Burglary / Theft	NULL	M:FC	NULL	NULL	M:FC\\Burglary / Theft\\M:ES\\Crime / Law / Justice 
2542	Business Support Supplies (TRBC)	NULL	NULL	0	NULL	NULL	NULL	Business Support Supplies (TRBC)	NULL	B:196	NULL	NULL	B:196\\Business Support Supplies (TRBC)\\B:43\\Industrial Services (TRBC) 
2544	Cadmium	NULL	NULL	0	NULL	NULL	NULL	Cadmium	NULL	U:29	NULL	NULL	U:29\\Cadmium\\U:Q\\Metals Markets\\A:4\\Commodities Markets 
2546	Capital Movements	NULL	NULL	0	NULL	NULL	NULL	Capital Movements	NULL	I:1W	NULL	NULL	I:1W\\Capital Movements\\E:9\\Economic Indicators 
2548	Car Registrations	NULL	NULL	0	NULL	NULL	NULL	Car Registrations	NULL	I:1G	NULL	NULL	I:1G\\Car Registrations\\I:5\\Domestic Trade\\E:9\\Economic Indicators 
2550	Cellulosic Biofuels	NULL	NULL	0	NULL	NULL	NULL	Cellulosic Biofuels	NULL	U:7H	NULL	NULL	U:7H\\Cellulosic Biofuels\\U:M\\Biofuels\\U:8\\Agricultural Markets\\A:4\\Commodities Markets\\U:N\\Renewable Energy\\U:C\\Energy Markets
2552	Central Bank Events	NULL	NULL	0	NULL	NULL	NULL	Central Bank Events	NULL	E:8	NULL	NULL	E:8\\Central Bank Events\\M:8\\Central Banks / Central Bank Events 
2554	Cheese	NULL	NULL	0	NULL	NULL	NULL	Cheese	NULL	U:52	NULL	NULL	U:52\\Cheese\\U:6\\Dairy\\U:8\\Agricultural Markets\\A:4\\Commodities Markets 
2556	Children / Youth Issues	NULL	NULL	0	NULL	NULL	NULL	Children / Youth Issues	NULL	M:NW	NULL	NULL	M:NW\\Children / Youth Issues 
2558	Chinese Yuan Offshore	NULL	NULL	0	NULL	NULL	NULL	Chinese Yuan Offshore	NULL	C:8H	NULL	NULL	C:8H\\Chinese Yuan Offshore\\A:9\\Currencies / Foreign Exchange Markets 
2560	Christianity	NULL	NULL	0	NULL	NULL	NULL	Christianity	NULL	M:IA	NULL	NULL	M:IA\\Christianity\\M:I9\\Religion / Belief 
2562	Chromium	NULL	NULL	0	NULL	NULL	NULL	Chromium	NULL	U:2I	NULL	NULL	U:2I\\Chromium\\U:Q\\Metals Markets\\A:4\\Commodities Markets 
2564	Civil Emergencies	NULL	NULL	0	NULL	NULL	NULL	Civil Emergencies	NULL	M:NB	NULL	NULL	M:NB\\Civil Emergencies\\M:KB\\Accidents / Emergencies 
2566	Climate Politics	NULL	NULL	0	NULL	NULL	NULL	Climate Politics	NULL	M:N4	NULL	NULL	M:N4\\Climate Politics\\M:N\\Government / Politics 
2568	Cobalt	NULL	NULL	0	NULL	NULL	NULL	Cobalt	NULL	U:19	NULL	NULL	U:19\\Cobalt\\U:Q\\Metals Markets\\A:4\\Commodities Markets 
2570	Coconut Oil	Commodity	300060	1	COCOIL			Coconut Oil		U:22	NULL	2012-12-14 15:26:33	U:22\\Coconut Oil\\U:F\\Oilseeds\\U:8\\Agricultural Markets\\A:4\\Commodities Markets 
2572	Commercial REITs (TRBC)	NULL	NULL	0	NULL	NULL	NULL	Commercial REITs (TRBC)	NULL	B:216	NULL	NULL	B:216\\Commercial REITs (TRBC)\\B:144\\Residential &amp; Commercial REITs (TRBC)\\B:141\\Real Estate (TRBC)\\B:125\\Financials (TRBC) 
2574	Competitive Bond Sales	NULL	NULL	0	NULL	NULL	NULL	Competitive Bond Sales	NULL	E:S	NULL	NULL	E:S\\Competitive Bond Sales\\E:5I\\Bond Sales\\A:R\\Municipal Debt\\A:2\\Debt / Fixed Income Markets 
2576	Computer Crime / Hacking / Cybercrime	NULL	NULL	0	NULL	NULL	NULL	Computer Crime / Hacking / Cybercrime	NULL	M:FD	NULL	NULL	M:FD\\Computer Crime / Hacking / Cybercrime\\M:ES\\Crime / Law / Justice 
2578	Computers & Office Equipment (TRBC)	NULL	NULL	0	NULL	NULL	NULL	Computers & Office Equipment (TRBC)	NULL	B:168	NULL	NULL	B:168\\Computers &amp; Office Equipment (TRBC)\\B:161\\Technology (TRBC) 
2580	Conflicts / War / Peace	NULL	NULL	0	NULL	NULL	NULL	Conflicts / War / Peace	NULL	M:EL	NULL	NULL	M:EL\\Conflicts / War / Peace 
2582	Construction	NULL	NULL	0	NULL	NULL	NULL	Construction	NULL	I:3	NULL	NULL	I:3\\Construction\\E:9\\Economic Indicators 
2584	Container	NULL	NULL	0	NULL	NULL	NULL	Container	NULL	U:CM	NULL	NULL	U:CM\\Container\\U:B\\Transportation Markets / Transportation\\A:4\\Commodities Markets 
2586	Corn Oil	Commodity	300169	1	COROIL			Corn Oil		U:3K	NULL	2012-12-14 15:28:56	U:3K\\Corn Oil\\U:F\\Oilseeds\\U:8\\Agricultural Markets\\A:4\\Commodities Markets 
2588	Corruption / Bribery / Embezzlement	NULL	NULL	0	NULL	NULL	NULL	Corruption / Bribery / Embezzlement	NULL	M:FF	NULL	NULL	M:FF\\Corruption / Bribery / Embezzlement\\M:ES\\Crime / Law / Justice 
2590	Covered Bonds	NULL	NULL	0	NULL	NULL	NULL	Covered Bonds	NULL	A:3X	NULL	NULL	A:3X\\Covered Bonds\\A:T\\Corporate Debt\\A:U\\Credit and Corporate Debt\\A:2\\Debt / Fixed Income Markets 
2592	Credit Default Swaps	NULL	NULL	0	NULL	NULL	NULL	Credit Default Swaps	NULL	A:G	NULL	NULL	A:G\\Credit Default Swaps\\A:U\\Credit and Corporate Debt\\A:2\\Debt / Fixed Income Markets 
2594	Crime / Law / Justice	NULL	NULL	0	NULL	NULL	NULL	Crime / Law / Justice	NULL	M:ES	NULL	NULL	M:ES\\Crime / Law / Justice 
2596	Currency Devaluation	NULL	NULL	0	NULL	NULL	NULL	Currency Devaluation	NULL	E:5L	NULL	NULL	E:5L\\Currency Devaluation\\E:8\\Central Bank Events\\M:8\\Central Banks / Central Bank Events\\A:9\\Currencies / Foreign Exchange Markets 
2598	Currency Intervention	NULL	NULL	0	NULL	NULL	NULL	Currency Intervention	NULL	E:4S	NULL	NULL	E:4S\\Currency Intervention\\E:8\\Central Bank Events\\E:4S\\Currency Intervention\\M:8\\Central Banks / Central Bank Events 
2600	Currency Revaluation	NULL	NULL	0	NULL	NULL	NULL	Currency Revaluation	NULL	E:4T	NULL	NULL	E:4T\\Currency Revaluation\\E:8\\Central Bank Events\\E:4T\\Currency Revaluation\\M:8\\Central Banks / Central Bank Events\\E:4T\\Currency Revaluation\\A:9\\Currencies / Foreign Exchange Markets 
2602	Cyclical Consumer Products (TRBC)	NULL	NULL	0	NULL	NULL	NULL	Cyclical Consumer Products (TRBC)	NULL	B:75	NULL	NULL	B:75\\Cyclical Consumer Products (TRBC) 
2604	Dairy	NULL	NULL	0	NULL	NULL	NULL	Dairy	NULL	U:6	NULL	NULL	U:6\\Dairy\\U:8\\Agricultural Markets\\A:4\\Commodities Markets 
2606	Debt Renegotiation	NULL	NULL	0	NULL	NULL	NULL	Debt Renegotiation	NULL	E:4V	NULL	NULL	E:4V\\Debt Renegotiation\\E:59\\Corporate Debt Financing 
2608	Deforestation	NULL	NULL	0	NULL	NULL	NULL	Deforestation	NULL	M:NF	NULL	NULL	M:NF\\Deforestation\\M:H\\Environment 
2610	Deregulation	NULL	NULL	0	NULL	NULL	NULL	Deregulation	NULL	E:46	NULL	NULL	E:46\\Deregulation\\E:D\\Regulation 
2612	Desertification	NULL	NULL	0	NULL	NULL	NULL	Desertification	NULL	M:NG	NULL	NULL	M:NG\\Desertification\\M:H\\Environment 
2614	Diamond Markets	NULL	NULL	0	NULL	NULL	NULL	Diamond Markets	NULL	U:CA	NULL	NULL	U:CA\\Diamond Markets\\A:4\\Commodities Markets 
2616	Diversified Investment Services (TRBC)	NULL	NULL	0	NULL	NULL	NULL	Diversified Investment Services (TRBC)	NULL	B:209	NULL	NULL	B:209\\Diversified Investment Services (TRBC)\\B:130\\Investment Banking &amp; Investment Services (TRBC)\\B:125\\Financials (TRBC) 
2618	Diversified REITs (TRBC)	NULL	NULL	0	NULL	NULL	NULL	Diversified REITs (TRBC)	NULL	B:215	NULL	NULL	B:215\\Diversified REITs (TRBC)\\B:144\\Residential &amp; Commercial REITs (TRBC)\\B:141\\Real Estate (TRBC)\\B:125\\Financials (TRBC) 
2620	Diversified Retail (TRBC)	NULL	NULL	0	NULL	NULL	NULL	Diversified Retail (TRBC)	NULL	B:201	NULL	NULL	B:201\\Diversified Retail (TRBC)\\B:98\\Retailers (TRBC) 
2622	Domestic Trade	NULL	NULL	0	NULL	NULL	NULL	Domestic Trade	NULL	I:5	NULL	NULL	I:5\\Domestic Trade\\E:9\\Economic Indicators 
2624	Droughts	NULL	NULL	0	NULL	NULL	NULL	Droughts	NULL	M:KN	NULL	NULL	M:KN\\Droughts\\M:D\\Natural Disasters 
2626	Drug Trafficking / Narcotics	NULL	NULL	0	NULL	NULL	NULL	Drug Trafficking / Narcotics	NULL	M:FJ	NULL	NULL	M:FJ\\Drug Trafficking / Narcotics\\M:ES\\Crime / Law / Justice 
2628	Dry Bulk Freight	NULL	NULL	0	NULL	NULL	NULL	Dry Bulk Freight	NULL	U:4C	NULL	NULL	U:4C\\Dry Bulk Freight\\U:B\\Transportation Markets / Transportation\\A:4\\Commodities Markets 
2630	Earthquakes	NULL	NULL	0	NULL	NULL	NULL	Earthquakes	NULL	M:KL	NULL	NULL	M:KL\\Earthquakes\\M:D\\Natural Disasters 
2632	Employment Services (TRBC)	NULL	NULL	0	NULL	NULL	NULL	Employment Services (TRBC)	NULL	B:194	NULL	NULL	B:194\\Employment Services (TRBC)\\B:43\\Industrial Services (TRBC) 
2634	Energy Infrastructure	NULL	NULL	0	NULL	NULL	NULL	Energy Infrastructure	NULL	F:1	NULL	NULL	F:1\\Energy Infrastructure\\U:C\\Energy Markets\\A:4\\Commodities Markets 
2636	Environment	NULL	NULL	0	NULL	NULL	NULL	Environment	NULL	M:H	NULL	NULL	M:H\\Environment 
2638	Equestrian Sports	NULL	NULL	0	NULL	NULL	NULL	Equestrian Sports	NULL	M:A4	NULL	NULL	M:A4\\Equestrian Sports\\M:W\\Sport 
2640	Equity Investments	NULL	NULL	0	NULL	NULL	NULL	Equity Investments	NULL	E:5A	NULL	NULL	E:5A\\Equity Investments 
2642	Equity-Linked Bonds	NULL	NULL	0	NULL	NULL	NULL	Equity-Linked Bonds	NULL	A:P	NULL	NULL	A:P\\Equity-Linked Bonds\\A:T\\Corporate Debt\\A:U\\Credit and Corporate Debt\\A:2\\Debt / Fixed Income Markets 
2644	Extortion / Blackmail	NULL	NULL	0	NULL	NULL	NULL	Extortion / Blackmail	NULL	M:FE	NULL	NULL	M:FE\\Extortion / Blackmail\\M:ES\\Crime / Law / Justice 
2646	Fashion	NULL	NULL	0	NULL	NULL	NULL	Fashion	NULL	M:H8	NULL	NULL	M:H8\\Fashion 
2648	Fertilisers	NULL	NULL	0	NULL	NULL	NULL	Fertilisers	NULL	U:7	NULL	NULL	U:7\\Fertilisers\\U:8\\Agricultural Markets\\A:4\\Commodities Markets 
2650	Financial & Commodity Market Operators (TRBC)	NULL	NULL	0	NULL	NULL	NULL	Financial & Commodity Market Operators (TRBC)	NULL	B:211	NULL	NULL	B:211\\Financial &amp; Commodity Market Operators (TRBC)\\B:130\\Investment Banking &amp; Investment Services (TRBC)\\B:125\\Financials (TRBC) 
2652	Financial Fraud / Securities Fraud	NULL	NULL	0	NULL	NULL	NULL	Financial Fraud / Securities Fraud	NULL	M:N2	NULL	NULL	M:N2\\Financial Fraud / Securities Fraud\\M:ES\\Crime / Law / Justice 
2654	Fires	NULL	NULL	0	NULL	NULL	NULL	Fires	NULL	M:KF	NULL	NULL	M:KF\\Fires\\M:KB\\Accidents / Emergencies 
2656	Floods	NULL	NULL	0	NULL	NULL	NULL	Floods	NULL	M:KJ	NULL	NULL	M:KJ\\Floods\\M:D\\Natural Disasters 
2658	Foreign Finance	NULL	NULL	0	NULL	NULL	NULL	Foreign Finance	NULL	I:8	NULL	NULL	I:8\\Foreign Finance\\E:9\\Economic Indicators 
2660	Forestry / Fibre	NULL	NULL	0	NULL	NULL	NULL	Forestry / Fibre	NULL	U:5	NULL	NULL	U:5\\Forestry / Fibre\\U:8\\Agricultural Markets\\A:4\\Commodities Markets 
2662	Freedom of Speech / Censorship	NULL	NULL	0	NULL	NULL	NULL	Freedom of Speech / Censorship	NULL	M:N6	NULL	NULL	M:N6\\Freedom of Speech / Censorship\\M:N\\Government / Politics 
2664	Fuel Oil	NULL	NULL	0	NULL	NULL	NULL	Fuel Oil	NULL	U:78	NULL	NULL	U:78\\Fuel Oil\\U:24\\Refined Products\\U:A\\Oil / Oil Products\\U:C\\Energy Markets\\A:4\\Commodities Markets 
2666	Fundamental Rights / Civil Liberties	NULL	NULL	0	NULL	NULL	NULL	Fundamental Rights / Civil Liberties	NULL	M:N5	NULL	NULL	M:N5\\Fundamental Rights / Civil Liberties\\M:N\\Government / Politics 
2668	Gallium	NULL	NULL	0	NULL	NULL	NULL	Gallium	NULL	U:3T	NULL	NULL	U:3T\\Gallium\\U:Q\\Metals Markets\\A:4\\Commodities Markets 
2670	Gas / Gas Products	NULL	NULL	0	NULL	NULL	NULL	Gas / Gas Products	NULL	U:R	NULL	NULL	U:R\\Gas / Gas Products\\U:C\\Energy Markets\\A:4\\Commodities Markets 
2672	Gasoline	Energy	300132	1	MOG			Gasoline		U:23	NULL	2012-12-14 15:39:38	U:23\\Gasoline\\U:24\\Refined Products\\U:A\\Oil / Oil Products\\U:C\\Energy Markets\\A:4\\Commodities Markets 
2674	Germanium	NULL	NULL	0	NULL	NULL	NULL	Germanium	NULL	U:4G	NULL	NULL	U:4G\\Germanium\\U:Q\\Metals Markets\\A:4\\Commodities Markets 
2676	Government Borrowing Requirement	NULL	NULL	0	NULL	NULL	NULL	Government Borrowing Requirement	NULL	I:1Q	NULL	NULL	I:1Q\\Government Borrowing Requirement\\E:9\\Economic Indicators 
2678	Government Finances	NULL	NULL	0	NULL	NULL	NULL	Government Finances	NULL	M:E9	NULL	NULL	M:E9\\Government Finances\\M:N\\Government / Politics 
2680	Ground Accidents / Collisions	NULL	NULL	0	NULL	NULL	NULL	Ground Accidents / Collisions	NULL	M:NC	NULL	NULL	M:NC\\Ground Accidents / Collisions\\M:KB\\Accidents / Emergencies 
2682	Gun Control	NULL	NULL	0	NULL	NULL	NULL	Gun Control	NULL	M:N7	NULL	NULL	M:N7\\Gun Control\\M:N\\Government / Politics 
2684	Healthcare Equipment & Supplies (TRBC)	NULL	NULL	0	NULL	NULL	NULL	Healthcare Equipment & Supplies (TRBC)	NULL	B:150	NULL	NULL	B:150\\Healthcare Equipment &amp; Supplies (TRBC)\\B:148\\Healthcare (TRBC) 
2686	Hijacking / Piracy	NULL	NULL	0	NULL	NULL	NULL	Hijacking / Piracy	NULL	M:F6	NULL	NULL	M:F6\\Hijacking / Piracy\\M:ES\\Crime / Law / Justice 
2688	Home Furnishings Retailers (TRBC)	NULL	NULL	0	NULL	NULL	NULL	Home Furnishings Retailers (TRBC)	NULL	B:205	NULL	NULL	B:205\\Home Furnishings Retailers (TRBC)\\B:98\\Retailers (TRBC) 
2690	Home Improvement Products & Services Retailers (TRBC)	NULL	NULL	0	NULL	NULL	NULL	Home Improvement Products & Services Retailers (TRBC)	NULL	B:204	NULL	NULL	B:204\\Home Improvement Products &amp; Services Retailers (TRBC)\\B:98\\Retailers (TRBC) 
2692	Homebuilding & Construction Supplies (TRBC)	NULL	NULL	0	NULL	NULL	NULL	Homebuilding & Construction Supplies (TRBC)	NULL	B:197	NULL	NULL	B:197\\Homebuilding &amp; Construction Supplies (TRBC)\\B:75\\Cyclical Consumer Products (TRBC) 
2694	Household Goods (TRBC)	NULL	NULL	0	NULL	NULL	NULL	Household Goods (TRBC)	NULL	B:198	NULL	NULL	B:198\\Household Goods (TRBC)\\B:75\\Cyclical Consumer Products (TRBC) 
2696	Human Rights / Civil Rights	NULL	NULL	0	NULL	NULL	NULL	Human Rights / Civil Rights	NULL	M:M0	NULL	NULL	M:M0\\Human Rights / Civil Rights\\M:N\\Government / Politics 
2698	Index-Linked Bonds	NULL	NULL	0	NULL	NULL	NULL	Index-Linked Bonds	NULL	A:Z	NULL	NULL	A:Z\\Index-Linked Bonds\\A:2\\Debt / Fixed Income Markets 
2700	Indium	NULL	NULL	0	NULL	NULL	NULL	Indium	NULL	U:2A	NULL	NULL	U:2A\\Indium\\U:Q\\Metals Markets\\A:4\\Commodities Markets 
2702	Information Technologies / Computer Sciences	NULL	NULL	0	NULL	NULL	NULL	Information Technologies / Computer Sciences	NULL	M:NL	NULL	NULL	M:NL\\Information Technologies / Computer Sciences\\M:V\\Science 
2704	Insurance Brokers (TRBC)	NULL	NULL	0	NULL	NULL	NULL	Insurance Brokers (TRBC)	NULL	B:212	NULL	NULL	B:212\\Insurance Brokers (TRBC)\\B:136\\Insurance (TRBC)\\B:125\\Financials (TRBC) 
2706	Insurance-Linked Securities	NULL	NULL	0	NULL	NULL	NULL	Insurance-Linked Securities	NULL	A:BV	NULL	NULL	A:BV\\Insurance-Linked Securities\\A:2\\Debt / Fixed Income Markets 
2708	Insurgencies	NULL	NULL	0	NULL	NULL	NULL	Insurgencies	NULL	M:NX	NULL	NULL	M:NX\\Insurgencies\\M:EL\\Conflicts / War / Peace 
2710	Intellectual Property / Copyright / Counterfeiting	NULL	NULL	0	NULL	NULL	NULL	Intellectual Property / Copyright / Counterfeiting	NULL	M:N3	NULL	NULL	M:N3\\Intellectual Property / Copyright / Counterfeiting\\M:ES\\Crime / Law / Justice 
2712	Inventories	NULL	NULL	0	NULL	NULL	NULL	Inventories	NULL	I:1R	NULL	NULL	I:1R\\Inventories\\E:9\\Economic Indicators 
2714	Investment Banking & Brokerage Services (TRBC)	NULL	NULL	0	NULL	NULL	NULL	Investment Banking & Brokerage Services (TRBC)	NULL	B:207	NULL	NULL	B:207\\Investment Banking &amp; Brokerage Services (TRBC)\\B:130\\Investment Banking &amp; Investment Services (TRBC)\\B:125\\Financials (TRBC) 
2716	Investment Grade Securities	NULL	NULL	0	NULL	NULL	NULL	Investment Grade Securities	NULL	A:Y	NULL	NULL	A:Y\\Investment Grade Securities\\A:2\\Debt / Fixed Income Markets 
2718	Investment Management & Fund Operators (TRBC)	NULL	NULL	0	NULL	NULL	NULL	Investment Management & Fund Operators (TRBC)	NULL	B:208	NULL	NULL	B:208\\Investment Management &amp; Fund Operators (TRBC)\\B:130\\Investment Banking &amp; Investment Services (TRBC)\\B:125\\Financials (TRBC) 
2720	Iridium	NULL	NULL	0	NULL	NULL	NULL	Iridium	NULL	U:55	NULL	NULL	U:55\\Iridium\\U:Q\\Metals Markets\\A:4\\Commodities Markets\\U:FF\\Platinum Group Metals\\U:4\\Precious Metals
2722	Iron / Steel	NULL	NULL	0	NULL	NULL	NULL	Iron / Steel	NULL	U:T	NULL	NULL	U:T\\Iron / Steel\\U:Q\\Metals Markets\\A:4\\Commodities Markets 
2724	Iron Ore	NULL	NULL	0	NULL	NULL	NULL	Iron Ore	NULL	U:BV	NULL	NULL	U:BV\\Iron Ore\\U:T\\Iron / Steel\\U:Q\\Metals Markets\\A:4\\Commodities Markets 
2726	Islam	NULL	NULL	0	NULL	NULL	NULL	Islam	NULL	M:IG	NULL	NULL	M:IG\\Islam\\M:18\\Retirement / Old Age 
2728	Kidnapping	NULL	NULL	0	NULL	NULL	NULL	Kidnapping	NULL	M:F2	NULL	NULL	M:F2\\Kidnapping\\M:ES\\Crime / Law / Justice 
2730	Labour Market	NULL	NULL	0	NULL	NULL	NULL	Labour Market	NULL	I:C	NULL	NULL	I:C\\Labour Market\\E:9\\Economic Indicators 
2732	Landslides	NULL	NULL	0	NULL	NULL	NULL	Landslides	NULL	M:NJ	NULL	NULL	M:NJ\\Landslides\\M:D\\Natural Disasters 
2734	Lesbian / Gay / Bisexual / Transsexual	NULL	NULL	0	NULL	NULL	NULL	Lesbian / Gay / Bisexual / Transsexual	NULL	M:IZ	NULL	NULL	M:IZ\\Lesbian / Gay / Bisexual / Transsexual 
2736	Life Sciences	NULL	NULL	0	NULL	NULL	NULL	Life Sciences	NULL	M:NM	NULL	NULL	M:NM\\Life Sciences\\M:V\\Science 
2738	Lithium	NULL	NULL	0	NULL	NULL	NULL	Lithium	NULL	U:FB	NULL	NULL	U:FB\\Lithium\\U:Q\\Metals Markets\\A:4\\Commodities Markets 
2740	Magnesium	NULL	NULL	0	NULL	NULL	NULL	Magnesium	NULL	U:3N	NULL	NULL	U:3N\\Magnesium\\U:Q\\Metals Markets\\A:4\\Commodities Markets 
2742	Manganese	NULL	NULL	0	NULL	NULL	NULL	Manganese	NULL	U:5E	NULL	NULL	U:5E\\Manganese\\U:Q\\Metals Markets\\A:4\\Commodities Markets 
2744	Martial Arts	NULL	NULL	0	NULL	NULL	NULL	Martial Arts	NULL	M:A5	NULL	NULL	M:A5\\Martial Arts\\M:W\\Sport 
2746	Melting Ice / Rising Seas	NULL	NULL	0	NULL	NULL	NULL	Melting Ice / Rising Seas	NULL	M:NH	NULL	NULL	M:NH\\Melting Ice / Rising Seas\\M:H\\Environment 
2748	Middle Distillates	NULL	NULL	0	NULL	NULL	NULL	Middle Distillates	NULL	U:BA	NULL	NULL	U:BA\\Middle Distillates\\U:24\\Refined Products\\U:A\\Oil / Oil Products\\U:C\\Energy Markets\\A:4\\Commodities Markets 
2750	Military Procurement	NULL	NULL	0	NULL	NULL	NULL	Military Procurement	NULL	M:N9	NULL	NULL	M:N9\\Military Procurement\\M:B\\Defense\\M:N\\Government / Politics 
2752	Milk	NULL	NULL	0	NULL	NULL	NULL	Milk	NULL	U:41	NULL	NULL	U:41\\Milk\\U:6\\Dairy\\U:8\\Agricultural Markets\\A:4\\Commodities Markets 
2754	Minor Metals / Minerals	NULL	NULL	0	NULL	NULL	NULL	Minor Metals / Minerals	NULL	U:1	NULL	NULL	U:1\\Minor Metals / Minerals\\U:Q\\Metals Markets\\A:4\\Commodities Markets 
2756	Modern Pentathlon	NULL	NULL	0	NULL	NULL	NULL	Modern Pentathlon	NULL	M:6G	NULL	NULL	M:6G\\Modern Pentathlon\\M:W\\Sport 
2758	Molybdenum	NULL	NULL	0	NULL	NULL	NULL	Molybdenum	NULL	U:42	NULL	NULL	U:42\\Molybdenum\\U:Q\\Metals Markets\\A:4\\Commodities Markets 
2760	Mortgage Applications	NULL	NULL	0	NULL	NULL	NULL	Mortgage Applications	NULL	I:1D	NULL	NULL	I:1D\\Mortgage Applications\\E:9\\Economic Indicators\\I:1D\\Mortgage Applications\\B:141\\Real Estate (TRBC)\\A:6\\Real Estate Markets 
2762	Motocross	NULL	NULL	0	NULL	NULL	NULL	Motocross	NULL	M:6F	NULL	NULL	M:6F\\Motocross\\M:A6\\Motor Sports\\M:W\\Sport
2764	Motor Sports	NULL	NULL	0	NULL	NULL	NULL	Motor Sports	NULL	M:A6	NULL	NULL	M:A6\\Motor Sports\\M:W\\Sport 
2766	Murder / Manslaughter	NULL	NULL	0	NULL	NULL	NULL	Murder / Manslaughter	NULL	M:F4	NULL	NULL	M:F4\\Murder / Manslaughter\\M:ES\\Crime / Law / Justice 
2768	NBA Basketball	NULL	NULL	0	NULL	NULL	NULL	NBA Basketball	NULL	M:7I	NULL	NULL	M:7I\\NBA Basketball\\M:5H\\Basketball\\M:W\\Sport 
2770	NHL Ice Hockey	NULL	NULL	0	NULL	NULL	NULL	NHL Ice Hockey	NULL	M:7K	NULL	NULL	M:7K\\NHL Ice Hockey\\M:68\\Ice Hockey\\M:W\\Sport 
2772	Nature / Wildlife	NULL	NULL	0	NULL	NULL	NULL	Nature / Wildlife	NULL	M:NI	NULL	NULL	M:NI\\Nature / Wildlife\\M:H\\Environment 
2774	Netball	NULL	NULL	0	NULL	NULL	NULL	Netball	NULL	M:6I	NULL	NULL	M:6I\\Netball\\M:W\\Sport 
2776	Niobium	NULL	NULL	0	NULL	NULL	NULL	Niobium	NULL	U:FC	NULL	NULL	U:FC\\Niobium\\U:Q\\Metals Markets\\A:4\\Commodities Markets 
2778	Non-Deliverable Forwards	NULL	NULL	0	NULL	NULL	NULL	Non-Deliverable Forwards	NULL	A:2T	NULL	NULL	A:2T\\Non-Deliverable Forwards\\A:9\\Currencies / Foreign Exchange Markets\\A:7\\Derivatives 
2780	Nuclear Armaments / Nuclear Proliferation	NULL	NULL	0	NULL	NULL	NULL	Nuclear Armaments / Nuclear Proliferation	NULL	M:MZ	NULL	NULL	M:MZ\\Nuclear Armaments / Nuclear Proliferation\\U:79\\Nuclear Power 
2782	Official Reserves	NULL	NULL	0	NULL	NULL	NULL	Official Reserves	NULL	I:1Y	NULL	NULL	I:1Y\\Official Reserves\\I:8\\Foreign Finance\\E:9\\Economic Indicators 
2784	Oil & Gas Transportation Services (TRBC)	NULL	NULL	0	NULL	NULL	NULL	Oil & Gas Transportation Services (TRBC)	NULL	B:190	NULL	NULL	B:190\\Oil &amp; Gas Transportation Services (TRBC)\\B:9\\Oil &amp; Gas Related Equipment and Services (TRBC)\\B:2\\Energy (TRBC) 
