id	tmc_term	tmc_type	tmc_id	priority	n2000_code	insider_category	insider_subcategory	rcs_common_name	rcs_scheme_name	rcs_id	created_at	updated_at	rcs_taxonomy_path
234	Chewing Gum	Industry	200204	0	PPRO	NULL	NULL	Personal Products	Business Sectors (RBSS)	B:119	NULL	2010-04-24 15:44:58	B:119\\Personal Products (TRBC)\\B:117\\Personal &amp; Household Products &amp; Services (TRBC)
235	Children's Apparel	Industry	200205	0	WEAR	NULL	NULL	Apparel / Accessories	Business Sectors (RBSS)	B:84	NULL	2010-04-24 15:44:58	B:84\\Apparel &amp; Accessories (TRBC)\\B:82\\Textiles &amp; Apparel (TRBC)\\B:75\\Cyclical Consumer Products (TRBC)
236	Chip Packaging	Industry	200206	0	PACK	NULL	NULL	Containers / Packaging	Business Sectors (RBSS)	B:31	NULL	2010-04-24 15:44:58	B:31\\Containers &amp; Packaging (TRBC)\\B:12\\Basic Materials (TRBC)
237	Civil Engineering	Industry	200207	0	COEN	NULL	NULL	Construction / Engineering / Materials	Business Sectors (RBSS)	B:46	NULL	2010-04-24 15:44:58	B:46\\Construction &amp; Engineering (TRBC)\\B:43\\Industrial Services (TRBC)
238	Cleaning Services	Industry	200208	0	CMSS	NULL	NULL	Commercial Services / Supplies	Business Sectors (RBSS)	B:49	NULL	2010-04-24 15:44:58	B:49\\Commercial Services &amp; Supplies (TRBC)\\B:43\\Industrial Services (TRBC)
239	CLECs & Alternative Carriers	Industry	200209	0	TCOM	NULL	NULL	Telecommunications Services	Business Sectors (RBSS)	B:177	NULL	2010-04-24 15:44:58	B:177\\Telecommunications Services (TRBC)
240	Brunei	Geography	100045	1	BN	NULL	NULL	Brunei	Geopolitical Unit	G:80	NULL	2010-04-24 15:44:58	M:DH\\Continent / Region\\G:K\\Asia / Pacific\\G:S\\Asia\\G:T\\Southeast Asia\\G:80\\Brunei|M:DQ\\Country Grouping\\G:AQ\\APEC\\G:80\\Brunei|M:DQ\\Country Grouping\\G:2EK\\ASEAN\\G:80\\Brunei|M:DQ\\Country Grouping\\G:BB\\OIC\\G:80\\Brunei|M:A9\\Country\\G:80\\Brunei
241	Client Server	Industry	200210	0	TECH	NULL	NULL	Technology	Business Sectors (RBSS)	B:161	NULL	2010-04-24 15:44:58	B:161\\Technology (TRBC)
242	Clinical Diagnostics	Industry	200211	0	HLTH	NULL	NULL	Healthcare Services	Business Sectors (RBSS)	B:149	NULL	2010-04-24 15:44:58	B:149\\Healthcare Services (TRBC)\\B:148\\Healthcare (TRBC)
243	Clinical Lab Instrumentation	Industry	200212	0	MEDQ	NULL	NULL	Medical Equipment / Supplies / Distribution	Business Sectors (RBSS)	B:152	NULL	2010-04-24 15:44:58	B:152\\Medical Equipment, Supplies &amp; Distribution (TRBC)\\B:150\\Healthcare Equipment &amp; Supplies (TRBC)\\B:148\\Healthcare (TRBC)
244	Bulgaria	Geography	100046	1	BG	NULL	NULL	Bulgaria	Geopolitical Unit	G:1W	NULL	2010-04-24 15:44:58	M:DH\\Continent / Region\\G:A\\Europe\\G:Y\\South-Eastern Europe\\G:1W\\Bulgaria|M:DQ\\Country Grouping\\G:2EN\\Emerging Europe\\G:1W\\Bulgaria|M:DQ\\Country Grouping\\G:1\\Emerging Markets\\G:1W\\Bulgaria|M:DQ\\Country Grouping\\G:AK\\European Union\\G:1W\\Bulgaria|M:DQ\\Country Grouping\\G:B9\\G20\\G:AK\\European Union\\G:1W\\Bulgaria|M:DQ\\Country Grouping\\G:AV\\MiFID\\G:1W\\Bulgaria|M:DQ\\Country Grouping\\G:AN\\NATO\\G:1W\\Bulgaria|M:A9\\Country\\G:1W\\Bulgaria
245	Clinical Laboratory	Industry	200213	0	HFAC	NULL	NULL	Healthcare Facilities	Business Sectors (RBSS)	B:154	NULL	2010-04-24 15:44:58	B:154\\Healthcare Facilities &amp; Services (TRBC)\\B:153\\Healthcare Providers &amp; Services (TRBC)\\B:148\\Healthcare (TRBC)
246	Burkina Faso	Geography	100047	1	BF	NULL	NULL	Burkina Faso	Geopolitical Unit	G:5A	NULL	2010-04-24 15:44:58	M:DH\\Continent / Region\\G:V\\Africa\\G:J\\West Africa\\G:5A\\Burkina Faso|M:DQ\\Country Grouping\\G:1\\Emerging Markets\\G:5A\\Burkina Faso|M:DQ\\Country Grouping\\G:BB\\OIC\\G:5A\\Burkina Faso|M:A9\\Country\\G:5A\\Burkina Faso
247	Burundi	Geography	100048	1	BI	NULL	NULL	Burundi	Geopolitical Unit	G:68	NULL	2010-04-24 15:44:58	M:DH\\Continent / Region\\G:V\\Africa\\G:I\\East Africa\\G:68\\Burundi|M:A9\\Country\\G:68\\Burundi
248	Clothes Dryers	Industry	200214	0	TOOL	NULL	NULL	Appliances / Tools / Housewares	Business Sectors (RBSS)	B:79	NULL	2010-04-24 15:44:58	B:79\\Appliances, Tools &amp; Housewares (TRBC)\\B:198\\Household Goods (TRBC)\\B:75\\Cyclical Consumer Products (TRBC)
249	Clothing Accessories	Industry	200215	0	WEAR	NULL	NULL	Apparel / Accessories	Business Sectors (RBSS)	B:84	NULL	2010-04-24 15:44:58	B:84\\Apparel &amp; Accessories (TRBC)\\B:82\\Textiles &amp; Apparel (TRBC)\\B:75\\Cyclical Consumer Products (TRBC)
250	Coal	Industry	200216	1	COAM	NULL	NULL	Energy	Business Sectors (RBSS)	B:4	NULL	2010-04-24 15:44:58	B:4\\Coal (TRBC)\\B:2\\Energy (TRBC)
251	Cocoa Beverages	Industry	200217	0	FOBE	NULL	NULL	Food / Beverages	Business Sectors (RBSS)	B:107	NULL	2010-04-24 15:44:58	B:107\\Food &amp; Beverages (TRBC)
252	Cocoa Products	Industry	200218	0	FOBE	NULL	NULL	Food / Beverages	Business Sectors (RBSS)	B:107	NULL	2010-04-24 15:44:58	B:107\\Food &amp; Beverages (TRBC)
253	Coffee Industry	Industry	200219	0	FOBE	NULL	NULL	Food / Beverages	Business Sectors (RBSS)	B:107	NULL	2010-04-24 15:44:58	B:107\\Food &amp; Beverages (TRBC)
254	Coffee Growing	Industry	200220	0	FOBE	NULL	NULL	Food / Beverages	Business Sectors (RBSS)	B:107	NULL	2010-04-24 15:44:58	B:107\\Food &amp; Beverages (TRBC)
255	Coffee Makers	Industry	200221	0	TOOL	NULL	NULL	Appliances / Tools / Housewares	Business Sectors (RBSS)	B:79	NULL	2010-04-24 15:44:58	B:79\\Appliances, Tools &amp; Housewares (TRBC)\\B:198\\Household Goods (TRBC)\\B:75\\Cyclical Consumer Products (TRBC)
256	Collaborative Applications	Industry	200222	0	SOFW	NULL	NULL	Software	Business Sectors (RBSS)	B:174	NULL	2010-04-24 15:44:58	B:174\\Software (TRBC)\\B:161\\Technology (TRBC)
257	Combat Aircraft	Industry	200223	0	AERO	NULL	NULL	Aerospace / Defense	Business Sectors (RBSS)	B:37	NULL	2010-04-24 15:44:58	B:37\\Aerospace &amp; Defense (TRBC)\\B:35\\Industrial Goods (TRBC)
258	Combinatorial Chemistry & Drug Design	Industry	200224	0	PHAD	NULL	NULL	Pharmaceuticals - Diversified	Business Sectors (RBSS)	B:158	NULL	2010-04-24 15:44:58	B:158\\Diversified Pharmaceuticals (TRBC)\\B:157\\Pharmaceuticals (TRBC)\\B:148\\Healthcare (TRBC)
259	Commercial Aircraft	Industry	200225	1	AERO	NULL	NULL	Aerospace / Defense	Business Sectors (RBSS)	B:37	NULL	2010-04-24 15:44:58	B:37\\Aerospace &amp; Defense (TRBC)\\B:35\\Industrial Goods (TRBC)
260	Commercial Banking Services	Industry	200226	1	BSVC	NULL	NULL	Banking Services	Business Sectors (RBSS)	B:127	NULL	2010-04-24 15:44:58	B:127\\Banking Services (TRBC)\\B:125\\Financials (TRBC)
261	Commercial Construction	Industry	200227	1	COEN	NULL	NULL	Construction / Engineering / Materials	Business Sectors (RBSS)	B:46	NULL	2010-04-24 15:44:58	B:46\\Construction &amp; Engineering (TRBC)\\B:43\\Industrial Services (TRBC)
262	Commercial Horticulture	Industry	200228	0	FARM	NULL	NULL	Fishing / Farming	Business Sectors (RBSS)	B:113	NULL	2010-04-24 15:44:58	B:113\\Fishing &amp; Farming (TRBC)\\B:112\\Food &amp; Tobacco (TRBC)\\B:107\\Food &amp; Beverages (TRBC)
263	Commercial Offices	Industry	200229	0	REAL	NULL	NULL	Real Estate	Business Sectors (RBSS)	B:141	NULL	2010-04-24 15:44:58	B:141\\Real Estate (TRBC)\\B:125\\Financials (TRBC)
264	Commercial Property & Casualty Insurance	Industry	200230	0	PINS	NULL	NULL	Insurance - Property / Casualty	Business Sectors (RBSS)	B:138	NULL	2010-04-24 15:44:58	B:138\\Property &amp; Casualty Insurance (TRBC)\\B:136\\Insurance (TRBC)\\B:125\\Financials (TRBC)
265	Commercial Real Estate	Industry	200231	0	REAL	NULL	NULL	Real Estate	Business Sectors (RBSS)	B:141	NULL	2010-04-24 15:44:58	B:141\\Real Estate (TRBC)\\B:125\\Financials (TRBC)
266	Commercial Vehicles	Industry	200232	0	TRAN	NULL	NULL	Transportation	Business Sectors (RBSS)	B:56	NULL	2010-04-24 15:44:58	B:56\\Transportation (TRBC)
267	Commodity Chemicals	Industry	200233	1	COMC	NULL	NULL	Chemicals - Commodity	Business Sectors (RBSS)	B:15	NULL	2010-04-24 15:44:58	B:15\\Commodity Chemicals (TRBC)\\B:14\\Chemicals (TRBC)\\B:12\\Basic Materials (TRBC)
268	I.T. Services - Communications	Industry	200234	0	ITSE	NULL	NULL	IT Services / Consulting	Business Sectors (RBSS)	B:173	NULL	2010-04-24 15:44:58	B:173\\IT Services &amp; Consulting (TRBC)\\B:161\\Technology (TRBC)
269	Cambodia	Geography	100050	1	KH	NULL	NULL	Cambodia	Geopolitical Unit	G:9G	NULL	2010-04-24 15:44:58	M:DH\\Continent / Region\\G:K\\Asia / Pacific\\G:S\\Asia\\G:T\\Southeast Asia\\G:N\\Indo-China\\G:9G\\Cambodia|M:DQ\\Country Grouping\\G:2EK\\ASEAN\\G:9G\\Cambodia|M:A9\\Country\\G:9G\\Cambodia
270	Communications Satellites & Services	Industry	200235	0	TEEQ	NULL	NULL	Technology Equipment	Business Sectors (RBSS)	B:162	NULL	2010-04-24 15:44:58	B:162\\Technology Equipment (TRBC)\\B:161\\Technology (TRBC)
271	Cameroon	Geography	100051	1	CM	NULL	NULL	Cameroon	Geopolitical Unit	G:4I	NULL	2010-04-24 15:44:58	M:DH\\Continent / Region\\G:V\\Africa\\G:L\\Central Africa\\G:4I\\Cameroon|M:DQ\\Country Grouping\\G:BB\\OIC\\G:4I\\Cameroon|M:A9\\Country\\G:4I\\Cameroon
272	Software - Communications	Industry	200236	0	SOFW	NULL	NULL	Software	Business Sectors (RBSS)	B:174	NULL	2010-04-24 15:44:58	B:174\\Software (TRBC)\\B:161\\Technology (TRBC)
273	Canada	Geography	100052	1	CA	NULL	NULL	Canada	Geopolitical Unit	G:8W	NULL	2010-04-24 15:44:58	M:DH\\Continent / Region\\G:4\\Americas\\G:9\\North America\\G:8W\\Canada|M:DQ\\Country Grouping\\G:AQ\\APEC\\G:8W\\Canada|M:DQ\\Country Grouping\\G:B9\\G20\\G:8W\\Canada|M:DQ\\Country Grouping\\G:AM\\G7\\G:8W\\Canada|M:DQ\\Country Grouping\\G:AS\\G8\\G:8W\\Canada|M:DQ\\Country Grouping\\G:AN\\NATO\\G:8W\\Canada|M:DQ\\Country Grouping\\G:AR\\OECD\\G:8W\\Canada|M:A9\\Country\\G:8W\\Canada
274	Compact Discs	Industry	200237	0	SHOW	NULL	NULL	Entertainment Production	Business Sectors (RBSS)	B:95	NULL	2010-04-24 15:44:58	B:95\\Entertainment Production (TRBC)\\B:92\\Media &amp; Publishing (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
275	Software - Component Software	Industry	200238	0	SOFW	NULL	NULL	Software	Business Sectors (RBSS)	B:174	NULL	2010-04-24 15:44:58	B:174\\Software (TRBC)\\B:161\\Technology (TRBC)
276	Composite New Materials	Industry	200239	0	AERO	NULL	NULL	Aerospace / Defense	Business Sectors (RBSS)	B:37	NULL	2010-04-24 15:44:58	B:37\\Aerospace &amp; Defense (TRBC)\\B:35\\Industrial Goods (TRBC)
277	Compression Technologies	Industry	200240	0	TECH	NULL	NULL	Technology	Business Sectors (RBSS)	B:161	NULL	2010-04-24 15:44:58	B:161\\Technology (TRBC)
278	Computer Accessories	Industry	200241	0	TECH	NULL	NULL	Technology	Business Sectors (RBSS)	B:161	NULL	2010-04-24 15:44:58	B:161\\Technology (TRBC)
279	Computer Equipment	Industry	200242	0	TEEQ	NULL	NULL	Technology Equipment	Business Sectors (RBSS)	B:162	NULL	2010-04-24 15:44:58	B:162\\Technology Equipment (TRBC)\\B:161\\Technology (TRBC)
280	Computer Equipment - Advanced	Industry	200243	0	TEEQ	NULL	NULL	Technology Equipment	Business Sectors (RBSS)	B:162	NULL	2010-04-24 15:44:58	B:162\\Technology Equipment (TRBC)\\B:161\\Technology (TRBC)
281	Computer Equipment Distribution	Industry	200244	0	TEEQ	NULL	NULL	Technology Equipment	Business Sectors (RBSS)	B:162	NULL	2010-04-24 15:44:58	B:162\\Technology Equipment (TRBC)\\B:161\\Technology (TRBC)
282	Computer Equipment Manufacturing	Industry	200245	0	TEEQ	NULL	NULL	Technology Equipment	Business Sectors (RBSS)	B:162	NULL	2010-04-24 15:44:58	B:162\\Technology Equipment (TRBC)\\B:161\\Technology (TRBC)
283	Computer Equipment Products	Industry	200246	0	TEEQ	NULL	NULL	Technology Equipment	Business Sectors (RBSS)	B:162	NULL	2010-04-24 15:44:58	B:162\\Technology Equipment (TRBC)\\B:161\\Technology (TRBC)
284	Computer Monitors	Industry	200247	0	TEEQ	NULL	NULL	Technology Equipment	Business Sectors (RBSS)	B:162	NULL	2010-04-24 15:44:58	B:162\\Technology Equipment (TRBC)\\B:161\\Technology (TRBC)
285	Computer Peripherals	Industry	200248	0	TEEQ	NULL	NULL	Technology Equipment	Business Sectors (RBSS)	B:162	NULL	2010-04-24 15:44:58	B:162\\Technology Equipment (TRBC)\\B:161\\Technology (TRBC)
286	Computer Printing	Industry	200249	0	TEEQ	NULL	NULL	Technology Equipment	Business Sectors (RBSS)	B:162	NULL	2010-04-24 15:44:59	B:162\\Technology Equipment (TRBC)\\B:161\\Technology (TRBC)
287	Computer Telephony Integration	Industry	200250	0	TEEQ	NULL	NULL	Technology Equipment	Business Sectors (RBSS)	B:162	NULL	2010-04-24 15:44:59	B:162\\Technology Equipment (TRBC)\\B:161\\Technology (TRBC)
288	Computer-Aided Design	Industry	200251	0	TEEQ	NULL	NULL	Technology Equipment	Business Sectors (RBSS)	B:162	NULL	2010-04-24 15:44:59	B:162\\Technology Equipment (TRBC)\\B:161\\Technology (TRBC)
289	Computer-Aided Engineering	Industry	200252	0	TEEQ	NULL	NULL	Technology Equipment	Business Sectors (RBSS)	B:162	NULL	2010-04-24 15:44:59	B:162\\Technology Equipment (TRBC)\\B:161\\Technology (TRBC)
290	Condiments	Industry	200253	0	FOBE	NULL	NULL	Food / Beverages	Business Sectors (RBSS)	B:107	NULL	2010-04-24 15:44:59	B:107\\Food &amp; Beverages (TRBC)
291	Confections	Industry	200254	0	FOBE	NULL	NULL	Food / Beverages	Business Sectors (RBSS)	B:107	NULL	2010-04-24 15:44:59	B:107\\Food &amp; Beverages (TRBC)
292	Construction	Industry	200255	1	COEN	NULL	NULL	Construction / Engineering / Materials	Business Sectors (RBSS)	B:46	NULL	2010-04-24 15:44:59	B:46\\Construction &amp; Engineering (TRBC)\\B:43\\Industrial Services (TRBC)
293	Construction & Heavy Equipment	Industry	200256	1	HMAC	NULL	NULL	Construction / Agricultural Machinery	Business Sectors (RBSS)	B:40	NULL	2010-04-24 15:44:59	B:40\\Heavy Machinery &amp; Vehicles (TRBC)\\B:38\\Machinery, Equipment &amp; Components (TRBC)\\B:35\\Industrial Goods (TRBC)
294	Cayman Islands	Geography	100056	1	KY	NULL	NULL	Cayman Islands	Geopolitical Unit	G:4J	NULL	2010-04-24 15:44:59	M:DH\\Continent / Region\\G:4\\Americas\\G:G\\South / Central America\\G:R\\Caribbean\\G:4J\\Cayman Islands|M:A9\\Country\\G:4J\\Cayman Islands
295	Construction Financing	Industry	200257	0	SFIN	NULL	NULL	Financials - Specialty	Business Sectors (RBSS)	B:131	NULL	2010-04-24 15:44:59	B:131\\Specialty Financials (TRBC)\\B:127\\Banking Services (TRBC)\\B:125\\Financials (TRBC)
296	Consulting Services	Industry	200258	0	ITSE	NULL	NULL	IT Services / Consulting	Business Sectors (RBSS)	B:173	NULL	2010-04-24 15:44:59	B:173\\IT Services &amp; Consulting (TRBC)\\B:161\\Technology (TRBC)
297	Consumer Audio Products	Industry	200259	0	CELE	NULL	NULL	Consumer Electronics	Business Sectors (RBSS)	B:78	NULL	2010-04-24 15:44:59	B:78\\Consumer Electronics (TRBC)\\B:198\\Household Goods (TRBC)\\B:75\\Cyclical Consumer Products (TRBC)
298	Consumer Electronics	Industry	200260	1	CELE	NULL	NULL	Consumer Electronics	Business Sectors (RBSS)	B:78	NULL	2010-04-24 15:44:59	B:78\\Consumer Electronics (TRBC)\\B:198\\Household Goods (TRBC)\\B:75\\Cyclical Consumer Products (TRBC)
299	Central African Republic	Geography	100058	1	CF	NULL	NULL	Central African Republic	Geopolitical Unit	G:5G	NULL	2010-04-24 15:44:59	M:DH\\Continent / Region\\G:V\\Africa\\G:L\\Central Africa\\G:5G\\Central African Republic|M:A9\\Country\\G:5G\\Central African Republic
300	Consumer Electronics Technology	Industry	200261	0	CELE	NULL	NULL	Consumer Electronics	Business Sectors (RBSS)	B:78	NULL	2010-04-24 15:44:59	B:78\\Consumer Electronics (TRBC)\\B:198\\Household Goods (TRBC)\\B:75\\Cyclical Consumer Products (TRBC)
301	Consumer Finance	Industry	200262	0	BSVC	NULL	NULL	Banking Services	Business Sectors (RBSS)	B:127	NULL	2010-04-24 15:44:59	B:127\\Banking Services (TRBC)\\B:125\\Financials (TRBC)
302	Consumer Packaged Goods	Industry	200263	1	HPRO	NULL	NULL	Household Products	Business Sectors (RBSS)	B:118	NULL	2010-04-24 15:44:59	B:118\\Household Products (TRBC)\\B:117\\Personal &amp; Household Products &amp; Services (TRBC)
303	Consumer Goods & Services	Industry	200264	0	CYCS	NULL	NULL	Cyclical Consumer Goods / Services	Business Sectors (RBSS)	B:69	NULL	2010-04-24 15:44:59	B:69\\Cyclical Consumer Goods &amp; Services (TRBC)
304	Consumer Video Products	Industry	200265	0	CELE	NULL	NULL	Consumer Electronics	Business Sectors (RBSS)	B:78	NULL	2010-04-24 15:44:59	B:78\\Consumer Electronics (TRBC)\\B:198\\Household Goods (TRBC)\\B:75\\Cyclical Consumer Products (TRBC)
305	Content Management	Industry	200266	0	SWIT	NULL	NULL	Software / IT Services	Business Sectors (RBSS)	B:172	NULL	2010-04-24 15:44:59	B:172\\Software &amp; IT Services (TRBC)\\B:161\\Technology (TRBC)
306	Contraception	Industry	200267	0	PPRO	NULL	NULL	Personal Products	Business Sectors (RBSS)	B:119	NULL	2010-04-24 15:44:59	B:119\\Personal Products (TRBC)\\B:117\\Personal &amp; Household Products &amp; Services (TRBC)
307	Convenience Stores	Industry	200268	1	RFOD	NULL	NULL	Food Distribution / Convenience Stores	Business Sectors (RBSS)	B:124	NULL	2010-04-24 15:44:59	B:124\\Food Distribution &amp; Convenience Stores (TRBC)\\B:122\\Food &amp; Drug Retailing (TRBC)
308	Chad	Geography	100062	1	TD	NULL	NULL	Chad	Geopolitical Unit	G:A6	NULL	2010-04-24 15:44:59	M:DH\\Continent / Region\\G:V\\Africa\\G:L\\Central Africa\\G:A6\\Chad|M:DQ\\Country Grouping\\G:BB\\OIC\\G:A6\\Chad|M:A9\\Country\\G:A6\\Chad
309	Converged Networks	Industry	200269	0	TECH	NULL	NULL	Technology	Business Sectors (RBSS)	B:161	NULL	2010-04-24 15:44:59	B:161\\Technology (TRBC)
310	Cookies	Industry	200270	0	FOBE	NULL	NULL	Food / Beverages	Business Sectors (RBSS)	B:107	NULL	2010-04-24 15:44:59	B:107\\Food &amp; Beverages (TRBC)
311	Cooperatives	Industry	200271	0	RFOD	NULL	NULL	Food Distribution / Convenience Stores	Business Sectors (RBSS)	B:124	NULL	2010-04-24 15:44:59	B:124\\Food Distribution &amp; Convenience Stores (TRBC)\\B:122\\Food &amp; Drug Retailing (TRBC)
312	Copy Machines	Industry	200272	0	OFCE	NULL	NULL	Office Equipment	Business Sectors (RBSS)	B:170	NULL	2010-04-24 15:44:59	B:170\\Office Equipment (TRBC)\\B:168\\Computers &amp; Office Equipment (TRBC)\\B:161\\Technology (TRBC)
313	Corn Farming	Industry	200273	0	FARM	NULL	NULL	Fishing / Farming	Business Sectors (RBSS)	B:113	NULL	2010-04-24 15:44:59	B:113\\Fishing &amp; Farming (TRBC)\\B:112\\Food &amp; Tobacco (TRBC)\\B:107\\Food &amp; Beverages (TRBC)
314	Corporate & Municipal Recycling	Industry	200274	0	CMSS	NULL	NULL	Commercial Services / Supplies	Business Sectors (RBSS)	B:49	NULL	2010-04-24 15:44:59	B:49\\Commercial Services &amp; Supplies (TRBC)\\B:43\\Industrial Services (TRBC)
315	Insurance - Corporate	Industry	200275	0	INSR	NULL	NULL	Insurance	Business Sectors (RBSS)	B:136	NULL	2010-04-24 15:44:59	B:136\\Insurance (TRBC)\\B:125\\Financials (TRBC)
316	Cosmetics & Fragrances	Industry	200276	0	PPRO	NULL	NULL	Personal Products	Business Sectors (RBSS)	B:119	NULL	2010-04-24 15:44:59	B:119\\Personal Products (TRBC)\\B:117\\Personal &amp; Household Products &amp; Services (TRBC)
317	Cost Accounting	Industry	200277	0	CMSS	NULL	NULL	Commercial Services / Supplies	Business Sectors (RBSS)	B:49	NULL	2010-04-24 15:44:59	B:49\\Commercial Services &amp; Supplies (TRBC)\\B:43\\Industrial Services (TRBC)
318	Cotton & Fibers Farming	Industry	200278	0	FARM	NULL	NULL	Fishing / Farming	Business Sectors (RBSS)	B:113	NULL	2010-04-24 15:44:59	B:113\\Fishing &amp; Farming (TRBC)\\B:112\\Food &amp; Tobacco (TRBC)\\B:107\\Food &amp; Beverages (TRBC)
319	Cough & Cold Remedies	Industry	200279	0	PHAD	NULL	NULL	Pharmaceuticals - Diversified	Business Sectors (RBSS)	B:158	NULL	2010-04-24 15:44:59	B:158\\Diversified Pharmaceuticals (TRBC)\\B:157\\Pharmaceuticals (TRBC)\\B:148\\Healthcare (TRBC)
320	Chile	Geography	100063	1	CL	NULL	NULL	Chile	Geopolitical Unit	G:4M	NULL	2010-04-24 15:44:59	M:DH\\Continent / Region\\G:4\\Americas\\G:G\\South / Central America\\G:P\\South America\\G:4M\\Chile|M:DQ\\Country Grouping\\G:AQ\\APEC\\G:4M\\Chile|M:DQ\\Country Grouping\\G:1\\Emerging Markets\\G:4M\\Chile|M:DQ\\Country Grouping\\G:AR\\OECD\\G:4M\\Chile|M:A9\\Country\\G:4M\\Chile
321	Courier Services	Industry	200280	0	TRAN	NULL	NULL	Transportation	Business Sectors (RBSS)	B:56	NULL	2010-04-24 15:44:59	B:56\\Transportation (TRBC)
322	China	Geography	100064	1	CN	NULL	NULL	China	Geopolitical Unit	G:B1	NULL	2010-04-24 15:44:59	G:B1\\China
323	Crafts	Industry	200281	0	RELX	NULL	NULL	Leisure / Recreation	Business Sectors (RBSS)	B:91	NULL	2010-04-24 15:44:59	B:91\\Leisure &amp; Recreation (TRBC)\\B:87\\Hotels &amp; Entertainment Services (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
324	Cream	Industry	200282	0	FOBE	NULL	NULL	Food / Beverages	Business Sectors (RBSS)	B:107	NULL	2010-04-24 15:44:59	B:107\\Food &amp; Beverages (TRBC)
325	Credit Markets	Industry	200283	1	CDM	NULL	NULL	Credit Markets	Asset Classes / Properties	A:U	NULL	2010-04-24 15:44:59	A:U\\Credit and Corporate Debt\\A:2\\Debt / Fixed Income Markets
326	Credit, Debit & Value Cards	Industry	200284	1	BSVC	NULL	NULL	Banking Services	Business Sectors (RBSS)	B:127	NULL	2010-04-24 15:44:59	B:127\\Banking Services (TRBC)\\B:125\\Financials (TRBC)
327	Cricket	Subject	200285	1	CRIC	NULL	NULL	Cricket	Miscellaneous	M:5T	NULL	2010-04-24 15:44:59	M:5T\\Cricket\\M:W\\Sport
328	Critical & Intensive Care	Industry	200286	0	HLTH	NULL	NULL	Healthcare Services	Business Sectors (RBSS)	B:149	NULL	2010-04-24 15:44:59	B:149\\Healthcare Services (TRBC)\\B:148\\Healthcare (TRBC)
329	Customer Premise Equipment	Industry	200287	0	TEEQ	NULL	NULL	Technology Equipment	Business Sectors (RBSS)	B:162	NULL	2010-04-24 15:44:59	B:162\\Technology Equipment (TRBC)\\B:161\\Technology (TRBC)
330	Software - Customer Service	Industry	200288	0	SOFW	NULL	NULL	Software	Business Sectors (RBSS)	B:174	NULL	2010-04-24 15:44:59	B:174\\Software (TRBC)\\B:161\\Technology (TRBC)
331	Cycling	Subject	200289	1	CYCL	NULL	NULL	Cycling	Miscellaneous	M:5V	NULL	2010-04-24 15:44:59	M:5V\\Cycling\\M:W\\Sport
332	Cystic Fibrosis	Subject	200290	0	HEA	NULL	NULL	Health / Medicine	Miscellaneous	M:P	NULL	2010-04-24 15:44:59	M:P\\Health / Medicine
333	Dairy Cattle Farming	Industry	200291	0	FARM	NULL	NULL	Fishing / Farming	Business Sectors (RBSS)	B:113	NULL	2010-04-24 15:44:59	B:113\\Fishing &amp; Farming (TRBC)\\B:112\\Food &amp; Tobacco (TRBC)\\B:107\\Food &amp; Beverages (TRBC)
334	Dairy Products	Industry	200292	0	FOBE	NULL	NULL	Food / Beverages	Business Sectors (RBSS)	B:107	NULL	2010-04-24 15:44:59	B:107\\Food &amp; Beverages (TRBC)
335	Dat	Industry	200294	0	SHOW	NULL	NULL	Entertainment Production	Business Sectors (RBSS)	B:95	NULL	2010-04-24 15:44:59	B:95\\Entertainment Production (TRBC)\\B:92\\Media &amp; Publishing (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
336	Data Mining	Industry	200295	0	SWIT	NULL	NULL	Software / IT Services	Business Sectors (RBSS)	B:172	NULL	2010-04-24 15:44:59	B:172\\Software &amp; IT Services (TRBC)\\B:161\\Technology (TRBC)
337	Data Visualization	Industry	200296	0	SWIT	NULL	NULL	Software / IT Services	Business Sectors (RBSS)	B:172	NULL	2010-04-24 15:44:59	B:172\\Software &amp; IT Services (TRBC)\\B:161\\Technology (TRBC)
338	Database Management Systems	Industry	200297	0	SOFW	NULL	NULL	Software	Business Sectors (RBSS)	B:174	NULL	2010-04-24 15:44:59	B:174\\Software (TRBC)\\B:161\\Technology (TRBC)
339	Debit Cards	Industry	200298	0	BSVC	NULL	NULL	Banking Services	Business Sectors (RBSS)	B:127	NULL	2010-04-24 15:45:00	B:127\\Banking Services (TRBC)\\B:125\\Financials (TRBC)
340	Deep Fryers	Industry	200299	0	TOOL	NULL	NULL	Appliances / Tools / Housewares	Business Sectors (RBSS)	B:79	NULL	2010-04-24 15:45:00	B:79\\Appliances, Tools &amp; Housewares (TRBC)\\B:198\\Household Goods (TRBC)\\B:75\\Cyclical Consumer Products (TRBC)
341	Defense	Industry	200300	0	AERO	NULL	NULL	Aerospace / Defense	Business Sectors (RBSS)	B:37	NULL	2010-04-24 15:45:00	B:37\\Aerospace &amp; Defense (TRBC)\\B:35\\Industrial Goods (TRBC)
342	Defense Aircraft	Industry	200301	0	AERO	NULL	NULL	Aerospace / Defense	Business Sectors (RBSS)	B:37	NULL	2010-04-24 15:45:00	B:37\\Aerospace &amp; Defense (TRBC)\\B:35\\Industrial Goods (TRBC)
